id	geometry
60	LINESTRING(10.49332739 63.42037519,10.49339876 63.42043268,10.49339918 63.42043646,10.49339833 63.42043739,10.49342058 63.42045238,10.49345737 63.42044836,10.49345948 63.42044981,10.49346486 63.42044953,10.49352288 63.42046711,10.49353202 63.42046874,10.49353344 63.42046975,10.49502091 63.42632603,10.49717975 63.42749029,10.49785335 63.42798546,10.49786038 63.42799225,10.49786731 63.42799279,10.49787202 63.42799363,10.49789565 63.42799679,10.4978991 63.42800756,10.4979274 63.42801072,10.49794639 63.42800368,10.49799016 63.42805263,10.49800102 63.42806458,10.49798814 63.42807593,10.4980514 63.42819725,10.49807963 63.42821257,10.49805344 63.42833385)
61	LINESTRING(10.36768433 63.42711814,10.36855539 63.4255052,10.36857136 63.42548816,10.36854609 63.42546649,10.36839065 63.42541817,10.36828998 63.42539485,10.36817101 63.42539408,10.36816655 63.42538806,10.36812559 63.42538175,10.36810989 63.42537114,10.36650608 63.42426318,10.36137529 63.42345675,10.36157144 63.42352252,10.36146836 63.42372259,10.361838 63.42390017,10.36303227 63.42400778,10.36362194 63.42422849,10.36372971 63.4243894,10.36371381 63.42439825,10.36377775 63.42442541,10.36389476 63.42447388,10.36398186 63.4244837,10.3640427 63.42460543,10.36408366 63.4247814,10.36418906 63.42480134,10.36436414 63.42486005,10.36439509 63.42487981,10.36565753 63.42489494,10.36392551 63.42584723,10.36340561 63.4262315,10.36821334 63.42814614,10.36810823 63.42819718,10.36801194 63.42826777,10.3683041 63.42813312)
62	LINESTRING(10.42591611 63.31251967,10.42545911 63.31289055,10.42560525 63.31262321,10.42574874 63.31214078,10.42587282 63.31204487,10.42588927 63.31201469,10.42577702 63.31192034,10.429899 63.31261556,10.43037644 63.31287445,10.43091955 63.31289216,10.43121469 63.31286206,10.43151096 63.31269804,10.43158497 63.31270378,10.4316656 63.31279365,10.43228416 63.31272203,10.43394876 63.31744772,10.4342321 63.31707839,10.43421333 63.31706226,10.43421238 63.31706257,10.43421046 63.31706244,10.43420671 63.31706061,10.4342065 63.31706047,10.43420729 63.31702776,10.43420309 63.31702489,10.43420222 63.31702461,10.43420217 63.31702459,10.43420202 63.31702459,10.43420168 63.31702424,10.43420221 63.3170239,10.43420249 63.31702324)
63	LINESTRING(10.3884241 63.35395911,10.38900089 63.35417183,10.38911441 63.35419685,10.38920364 63.35424616,10.38918404 63.35431377,10.38577392 63.35826577,10.384718 63.3614935)
64	LINESTRING(10.3354458 63.36936419,10.33549119 63.36948432,10.33448642 63.36955333,10.33397564 63.36942179,10.33185637 63.37138849,10.3316216 63.37146448,10.33149663 63.37149176,10.33195021 63.37178181,10.33193562 63.37209238,10.33172917 63.3724868,10.33161286 63.37254427,10.33167092 63.37256148,10.33164138 63.3726392,10.33155447 63.37269357,10.33141192 63.37273769,10.33147691 63.37284646,10.33145784 63.37286957,10.33138799 63.37289995,10.33092648 63.37295215,10.33146871 63.3737449,10.33137386 63.37416019,10.33090419 63.37469229,10.33080453 63.37470229,10.33078343 63.3747611,10.3306902 63.37480341)
65	LINESTRING(10.37723359 63.28527641,10.38031043 63.28604877,10.38091376 63.28640591,10.38264951 63.28785335,10.38278899 63.28774796)
66	LINESTRING(10.41699829 63.41323598,10.41700401 63.41323632,10.41701093 63.41323278,10.41702545 63.41323624,10.41702693 63.41323637,10.41702739 63.41323644,10.41702764 63.41323649,10.41702779 63.4132366,10.4170284 63.41323701,10.41702895 63.41323765,10.41713242 63.41327748,10.41714382 63.41335654,10.41722159 63.41340031,10.4175161 63.41341097,10.42684755 63.41978689,10.4269032 63.41983201,10.42688252 63.41986489,10.42689748 63.4198715,10.42689954 63.41987783,10.42715351 63.41998868,10.42727418 63.4200211,10.42728705 63.42001802,10.4273062 63.42002237,10.42730202 63.42003474)
67	LINESTRING(10.64287507 63.34319336,10.64017139 63.34473038,10.63635216 63.34551103,10.63378575 63.34702442,10.63116618 63.35030289,10.6310967 63.35052394,10.63070781 63.35078024,10.63069166 63.35086925,10.63068513 63.35087708,10.63068289 63.3508779,10.63065095 63.35088765,10.63063306 63.35089268,10.63056968 63.35073399,10.63049603 63.35064849)
68	LINESTRING(10.31938435 63.3144939,10.32057391 63.31466565,10.32055727 63.3146763,10.32055841 63.31468281,10.32033246 63.31473118,10.32042306 63.31478039,10.32042628 63.31479605,10.32039428 63.31481143,10.32038592 63.31481247,10.32033427 63.31488564,10.3203158 63.31489278,10.32017499 63.31675677,10.31902006 63.31635327,10.31911146 63.31642244,10.3191085 63.31645752,10.31905159 63.31651403,10.31874099 63.31682421,10.31614459 63.31710956,10.31460287 63.31720099,10.3134142 63.32260172,10.31343856 63.32276651,10.31330327 63.32289101,10.31325229 63.32291955)
69	LINESTRING(10.43449986 63.34413148,10.43870372 63.35086537)
70	LINESTRING(10.36244055 63.33184874,10.35589806 63.34122928,10.35568572 63.34149984,10.35556815 63.3415648)
71	LINESTRING(10.55220018 63.35050731,10.55643683 63.34915908,10.55696008 63.34908337,10.55804416 63.34898639,10.55873949 63.34897198,10.55913445 63.34901393,10.5608065 63.3485711,10.5617493 63.34860182,10.56186931 63.34864473,10.56186245 63.34714734,10.56089387 63.34668379,10.56295255 63.34564817,10.56287708 63.34538847,10.5630392 63.34502519,10.56409205 63.34467035,10.56409831 63.34465134,10.56412919 63.34464212,10.56413705 63.3446396,10.56412351 63.34463257,10.56405352 63.3446214,10.56408443 63.34455613,10.56441533 63.34444053,10.56444183 63.34441296,10.56547591 63.34381046,10.56566041 63.34375601,10.56625249 63.34287897,10.5666227 63.34286099,10.56682209 63.34278366,10.56687433 63.34277538,10.56694456 63.34276735,10.56697276 63.34271905,10.56697877 63.34270902,10.56698736 63.34270548,10.56564507 63.34295353,10.56545706 63.34296502,10.56220893 63.34338364,10.56005912 63.34340544,10.55893046 63.34337302,10.5590058 63.34316284)
72	LINESTRING(10.41230465 63.35497086,10.41237881 63.3549817,10.41241178 63.35498925,10.41240957 63.35506563,10.41241443 63.35507078,10.41436633 63.35693752,10.4171352 63.3570969,10.41848587 63.35853179)
73	LINESTRING(10.3956993 63.36236297,10.39560257 63.36205408,10.39567279 63.36233743,10.39241197 63.36343504,10.39497696 63.36655671,10.39290973 63.36897113,10.39057831 63.37034873,10.39054761 63.3703531,10.3904816 63.37038961,10.39044561 63.3704479,10.39045357 63.37045843,10.39041483 63.37050257,10.39061419 63.3706479,10.39063603 63.37076551,10.39063701 63.37076568,10.39063644 63.37076662,10.39063711 63.37076697,10.39063734 63.37076735,10.39064455 63.37076913,10.39055989 63.37075198)
74	LINESTRING(10.37606563 63.30917832,10.37497793 63.30875419,10.37409361 63.30793222,10.37375617 63.30767534,10.37350913 63.30761807,10.37334201 63.30756037,10.37336712 63.30730118,10.37314995 63.3071912,10.37608444 63.31283551,10.37615723 63.31280497,10.37622049 63.31280696,10.37563664 63.31124044)
75	LINESTRING(10.40927013 63.39998678,10.40927017 63.39998741,10.40926737 63.39998777,10.40926177 63.39998631,10.40925374 63.39998425,10.40917314 63.40006634,10.40916089 63.40006455,10.40915977 63.40006411,10.40915969 63.40006396,10.40915949 63.40006382,10.40915935 63.40006377,10.40915255 63.40006292,10.40915207 63.40006298,10.40915083 63.40006356,10.40914911 63.40006295,10.40914619 63.40006449,10.40914427 63.40006474,10.40914368 63.40006667,10.40914424 63.40006935,10.4091474 63.40007077,10.40917239 63.40009856,10.40917009 63.40012054,10.40887411 63.4003099,10.40898213 63.40428265,10.40154955 63.40689205,10.40140664 63.40691065,10.40156261 63.40698425,10.40162705 63.40704548,10.40213607 63.40709477,10.40245591 63.40723569,10.40237165 63.40725657)
76	LINESTRING(10.49558977 63.37358184,10.4951974 63.37350116,10.49412883 63.37370645,10.49400433 63.37362444,10.49357614 63.3737168,10.49364384 63.37401874,10.49377207 63.37413332,10.49552488 63.37395311,10.49621143 63.37394886,10.4968991 63.37430436,10.49713105 63.37437134,10.49759452 63.37442422,10.49743092 63.37537195,10.49703059 63.37786136,10.49717192 63.37787117,10.49721328 63.37788218,10.49712283 63.37826507,10.49746928 63.38146294,10.4969399 63.38224824,10.49866463 63.3848278,10.49868877 63.38491361,10.49874047 63.3849587,10.49874807 63.38501905,10.49858371 63.38505848,10.49858288 63.38506364,10.49856981 63.38506801,10.49856535 63.38507921,10.49856756 63.38507965,10.4985653 63.38508147,10.49856575 63.38508256)
77	LINESTRING(10.54245682 63.30376419,10.54253116 63.30382383,10.54251259 63.30385349,10.5424754 63.30386209,10.542404 63.30384605,10.54239429 63.30385085,10.54237722 63.30385736,10.54235001 63.30384216,10.5422584 63.30386338,10.54223321 63.30387295,10.54219519 63.30387497,10.54219994 63.30394385,10.54183978 63.30392556,10.54210419 63.30396894,10.54215894 63.30402485,10.54220078 63.30403464,10.54223443 63.30403611,10.54246518 63.30405801,10.54251408 63.30406644,10.54255551 63.30406643,10.54255789 63.30408186,10.54258517 63.30409253,10.54258814 63.30409425,10.54338029 63.30456971,10.54338273 63.30457197,10.54338669 63.30457274,10.54340196 63.30457125,10.54346261 63.30456058,10.54359057 63.30464712,10.54369095 63.30466741,10.54395996 63.30495336,10.54424347 63.30501599,10.54415905 63.30486967,10.54515008 63.3046487,10.54501477 63.30631762,10.54198816 63.30766227,10.54334723 63.30799618,10.54223443 63.30931805,10.54225013 63.30946885,10.54223801 63.30958623)
78	LINESTRING(10.30810965 63.38667151,10.30836719 63.38679053,10.30858583 63.38676812,10.308772 63.38672186,10.30881869 63.38671735,10.32321139 63.38818224,10.32460657 63.38804843,10.32469841 63.3881093,10.32479282 63.3881231,10.32483556 63.38813619,10.32500576 63.3881343,10.32509222 63.38812866,10.32512851 63.38811976,10.32526472 63.38818405,10.32583628 63.38820245,10.32451332 63.38803165)
79	LINESTRING(10.34910861 63.40972405,10.34726642 63.40994386,10.34588052 63.40884214,10.34611671 63.4090521,10.34865817 63.41432322,10.3485142 63.41452016,10.34836896 63.41487005,10.34912785 63.41482729,10.35031692 63.41505901,10.34979263 63.41517047,10.34962453 63.41523837,10.34947427 63.41524329,10.34971688 63.41532647,10.34999044 63.41545193,10.3499984 63.41546383,10.35009096 63.41548902,10.34984085 63.4157957,10.35003953 63.41592614,10.35022851 63.41609765,10.35030383 63.41638886,10.35054398 63.41650478,10.35063023 63.41653579,10.35086178 63.4168164,10.34953822 63.4166856)
80	LINESTRING(10.32664985 63.28202255,10.3266756 63.28208384,10.32672475 63.28211387,10.32688281 63.28220005,10.32677514 63.28229702,10.32674607 63.28230849,10.32674967 63.28231236,10.32673087 63.28231799,10.32672989 63.28232014,10.32673154 63.28232255,10.32673217 63.28232308,10.32665339 63.28242642,10.32013058 63.29319812,10.32016159 63.29326747,10.31992327 63.29332358,10.31990056 63.29333641,10.31988213 63.29336823,10.31989978 63.29339042,10.31993891 63.29341094,10.32003236 63.29343006,10.32003995 63.29343714,10.32004937 63.29344056)
81	LINESTRING(10.4533461 63.39413045,10.45341165 63.39414832,10.45306775 63.39453126,10.45157001 63.39433995,10.45117382 63.39435188,10.45163143 63.39450106,10.45589826 63.39545326,10.45596761 63.39562638,10.45594945 63.39569679,10.45609752 63.39578219,10.45739839 63.3961649,10.45526386 63.39689264,10.46001452 63.39834548,10.4601698 63.40061706,10.46037288 63.40066187,10.46041365 63.40066085,10.46042783 63.40066799,10.46043971 63.40065556,10.46049437 63.40065987,10.46060733 63.40064288,10.46060807 63.40064105,10.46061538 63.40063944,10.46076164 63.40066273,10.46079094 63.40066405,10.46080439 63.40068506,10.46085799 63.40068983,10.46086592 63.400692,10.46069477 63.40095003,10.46087305 63.40121502,10.46091891 63.40125762,10.46093709 63.40128771,10.46094823 63.40128248,10.46097917 63.40128992,10.46103113 63.40131327,10.46141204 63.4013483,10.46141675 63.40135486,10.46146051 63.40136018,10.46154868 63.40130595)
82	LINESTRING(10.62077847 63.30275133,10.62125541 63.30289457,10.62898787 63.30392703,10.63009736 63.304124,10.63015677 63.3040195,10.63016025 63.30392196,10.63063753 63.30392124,10.63075341 63.30393048,10.63076409 63.30396982,10.63093665 63.30396701,10.63106932 63.30402405,10.63334947 63.30455554,10.62992878 63.30893302,10.62988922 63.30929933,10.62977102 63.30938248,10.62966988 63.30940733,10.63140731 63.30968773,10.6316294 63.30966517,10.63199512 63.30969289,10.63204937 63.30962303,10.63228762 63.30955443,10.63271414 63.30972781,10.6329378 63.30986049,10.63292128 63.30994817,10.63216305 63.31023718,10.63208895 63.31023905,10.63206885 63.31024569,10.63193835 63.31024678,10.63177403 63.31027485,10.63167771 63.31026786,10.63161403 63.31022828,10.63146604 63.31022694,10.62958645 63.31029104)
83	LINESTRING(10.67274489 63.28839843,10.67298549 63.28987371,10.67130947 63.29241464,10.66511141 63.2951279,10.66458291 63.29533551,10.66451147 63.29540028,10.66422922 63.29543246,10.66386277 63.2955781)
84	LINESTRING(10.38913546 63.30194817,10.38897994 63.3019156,10.38893785 63.30190705,10.38892087 63.30188237,10.38884245 63.3017633,10.38894007 63.30148259,10.38892835 63.3014269,10.39088706 63.30536163,10.39310805 63.30659076,10.39312127 63.30666992,10.39306225 63.30668984,10.39312747 63.30674828)
85	LINESTRING(10.43520457 63.28843425,10.43542323 63.28812854,10.43711057 63.28829346,10.43890697 63.28835584,10.43888286 63.288359,10.43887991 63.28836235,10.4388718 63.28836632,10.43886618 63.28836568,10.43886178 63.28836841,10.43885507 63.28836991,10.43884112 63.28836209,10.43883918 63.28836117,10.43883481 63.28836555,10.43879161 63.2883609,10.43873659 63.28837377,10.43872884 63.28837365,10.43872629 63.28837425,10.43871656 63.28837268,10.43869341 63.28837284,10.43867843 63.28836327,10.43473213 63.29432171,10.43401842 63.29461058,10.43383453 63.29487883,10.43383642 63.29487858,10.43383782 63.29487881,10.43384675 63.29488659,10.43385297 63.294886,10.43385354 63.2948859,10.43385396 63.29488578,10.43385796 63.29488923,10.43385879 63.29489045,10.43385863 63.29489087,10.433862 63.29489031,10.43386539 63.29489099,10.43386613 63.29489146,10.43388209 63.29490737,10.43379372 63.29486449)
86	LINESTRING(10.66374836 63.28184092,10.66375443 63.28184385,10.66376151 63.28184487,10.66377057 63.2818441,10.66378143 63.28186301,10.66379871 63.28185117,10.66380486 63.28184912,10.66381801 63.28184517,10.66383964 63.28185082,10.66385827 63.28185967,10.66417325 63.28205837,10.66418398 63.28209159,10.6642291 63.28213697,10.66333614 63.28241141,10.66535727 63.28404109,10.66537211 63.28432986,10.66513365 63.28465922,10.66610082 63.28497173,10.66979404 63.28669399,10.67130102 63.28708428,10.6727448 63.2876987,10.67279083 63.28771341,10.67279663 63.28771194,10.67280267 63.28771448,10.67280572 63.28771688,10.67280585 63.28771702,10.67282232 63.28775579,10.6728249 63.28775276,10.67282533 63.28775185,10.67282522 63.28775172,10.6728253 63.28775161,10.67284154 63.28774256,10.67286617 63.28774112,10.67291984 63.28774069,10.67294679 63.28777166,10.67315681 63.28782689,10.67306466 63.28794996)
87	LINESTRING(10.4605637 63.32701611,10.47010437 63.3255355,10.46979053 63.32567521,10.46976818 63.32569236,10.46969542 63.32575571,10.46967945 63.32576796,10.46969494 63.32578754,10.46312187 63.32777501,10.46825799 63.33016482,10.46902057 63.33030077,10.46076816 63.33611545,10.46071147 63.33610442,10.46061838 63.33609819,10.46059727 63.33608936,10.46049432 63.3361027)
88	LINESTRING(10.3920203 63.35166325,10.38399715 63.35380235,10.37548915 63.35831439)
89	LINESTRING(10.38455364 63.40835452,10.38453663 63.40830936,10.38443148 63.40827367,10.38437027 63.40823949,10.38431145 63.40818334,10.38432714 63.40817123,10.38433995 63.4081729,10.38434653 63.40816129,10.38432846 63.40815336,10.38431977 63.40815157,10.38430271 63.40812907,10.37967793 63.40565223,10.37980601 63.40550345,10.37988507 63.40545457,10.3799541 63.40530884,10.37997681 63.40523651,10.37993771 63.40514126,10.37989743 63.40511532,10.37974721 63.40501881,10.37969731 63.40487641,10.37974152 63.40482683,10.37950776 63.40470248,10.37984545 63.40450117,10.37894788 63.4042338,10.37903626 63.40418641,10.37875393 63.40406764,10.3786843 63.40389959,10.37857503 63.40383363,10.37849393 63.40381486)
90	LINESTRING(10.60010712 63.38385932,10.60011576 63.38388917,10.60011756 63.38389013,10.60011812 63.38389074,10.60011832 63.38389078,10.60011832 63.38389084,10.60011832 63.38389084,10.6001182 63.38389087,10.60011829 63.38389091,10.6001181 63.38389104,10.60011826 63.38389106,10.60011852 63.3838912,10.60011448 63.3838939,10.6001118 63.38389775,10.60011583 63.38389807,10.60011704 63.38389803,10.60011953 63.38389957,10.6001231 63.38390095,10.6001256 63.38390177,10.60013936 63.38389908,10.60015335 63.38390286,10.60014459 63.38390603,10.60016709 63.38392,10.6001681 63.38392084,10.60016796 63.38392143,10.60016819 63.38392188,10.60016739 63.38392232,10.60016728 63.38392258,10.60016722 63.38392261,10.60016716 63.38392268,10.60016716 63.38392268,10.60016715 63.38392268,10.59996008 63.38395105,10.59992101 63.38416249,10.5938959 63.39436092)
91	LINESTRING(10.49362458 63.39487594,10.49707612 63.3969045,10.49958508 63.40225516,10.4996135 63.40225774,10.49964338 63.4022781,10.49972607 63.40226172,10.4997785 63.40229182,10.49976139 63.40232763,10.49973694 63.40236368,10.49972664 63.40236791,10.49966191 63.40253)
92	LINESTRING(10.59948922 63.32647566,10.6005536 63.32613396,10.6009846 63.32589835,10.60189285 63.3254566,10.60261174 63.32537747,10.60262061 63.32533413,10.60292034 63.32527533,10.60296096 63.3252638,10.60301872 63.32526472,10.60306473 63.32523573,10.60307257 63.32522279,10.60317991 63.32512271,10.60330285 63.32506793,10.60366197 63.32485152,10.60357571 63.3249265,10.60087923 63.32751093,10.6000661 63.32878079,10.59960027 63.3315854)
93	LINESTRING(10.55162701 63.41901732,10.55162369 63.4190319,10.55161648 63.41905412,10.55164641 63.41907277,10.55170645 63.41907482,10.55170864 63.41907934,10.55174529 63.419072,10.55191841 63.41914024,10.5518142 63.41926003,10.55179671 63.41941955,10.55780699 63.42755178,10.55858582 63.4279302)
94	LINESTRING(10.66279823 63.32924933,10.66280202 63.32925816,10.66274329 63.32926515,10.6627499 63.32940699,10.66274443 63.32942092,10.66274453 63.32942245,10.65635102 63.33896962,10.65638149 63.339112,10.65624017 63.33921743,10.65624399 63.33922222,10.65624121 63.33922782,10.65624344 63.33923138,10.65624217 63.33923328,10.6562509 63.33924069,10.65873047 63.33723858,10.65943214 63.33617215)
95	LINESTRING(10.42891063 63.31870264,10.42778557 63.31882143,10.42329879 63.31887615,10.4233748 63.31897387,10.42359605 63.3189973,10.42843977 63.32231968,10.42830334 63.32253599,10.4282985 63.32257636,10.4281273 63.32259556,10.42870434 63.3229449,10.42907638 63.32336899,10.42854123 63.32379002,10.4295886 63.32472555,10.42970817 63.32549357,10.42986083 63.32575831,10.42989657 63.3258012)
96	LINESTRING(10.45017316 63.29679147,10.45068486 63.29647786,10.45074177 63.29646507,10.45150352 63.29640777,10.45220735 63.29598488,10.45264777 63.29589247,10.45321652 63.29569054,10.45316301 63.2957281,10.45317269 63.29572952,10.4531925 63.295739,10.45317658 63.29577593,10.45330285 63.29574101,10.45348335 63.29584412,10.4534971 63.2958563,10.45375502 63.2960465,10.4538387 63.29607533,10.46193146 63.30318292,10.46224292 63.30334919,10.45730552 63.30155305,10.45634519 63.30037957)
97	LINESTRING(10.37037282 63.39809882,10.36864076 63.39806674,10.36896747 63.3981178,10.37016617 63.39825693,10.37039956 63.39833972,10.37117208 63.39851052,10.37132803 63.39902235,10.37490689 63.40205605,10.37511358 63.40255441,10.37521832 63.40264152,10.37556929 63.4029137,10.37559594 63.40305722,10.37573631 63.40321975,10.3757601 63.40322399,10.37579741 63.40325644,10.37586044 63.40327951,10.3758986 63.40328795,10.37588405 63.40331226,10.37589376 63.40334723,10.37587301 63.40336269,10.37614033 63.40342903,10.37585341 63.40350284)
98	LINESTRING(10.61938772 63.41657644,10.61849033 63.41775196,10.61816201 63.4179111,10.61811078 63.41794668,10.61789323 63.41800824,10.61841215 63.41836511,10.61615186 63.41983998,10.61567407 63.42096219,10.61463309 63.42141432,10.61500538 63.42139794,10.61542964 63.42145877,10.61610468 63.42174695,10.61620274 63.42171596,10.61639071 63.42175147,10.61646294 63.42174317,10.61661417 63.42191129,10.61700253 63.42196216,10.6170211 63.42197096,10.61706575 63.42197462,10.61791467 63.42309737,10.61755674 63.42361649,10.61742836 63.42366783,10.61724062 63.42382864,10.61146508 63.42686454,10.61029575 63.42682337,10.6091079 63.4276221,10.60905693 63.42764359,10.60916317 63.4277089,10.60837973 63.42803518,10.60826107 63.42815052,10.60808623 63.42820931,10.6081724 63.42828438,10.6082606 63.42832842)
99	LINESTRING(10.45000219 63.36841398,10.45081287 63.36888191,10.45337537 63.36997402,10.45353829 63.37050032,10.4538477 63.37062478,10.45386184 63.37063569,10.45518881 63.37097107,10.45527074 63.37222372,10.45285392 63.37302674,10.45224806 63.37372861,10.45320235 63.37419596,10.45263657 63.3749404,10.45301198 63.37513701,10.45108905 63.37620299,10.45242989 63.37656853,10.45140709 63.37767219,10.45188745 63.37791599,10.45081287 63.37837558,10.44872551 63.3790729,10.44765152 63.37951536)
