id	geometry
45	LINESTRING(10.59019271 63.40537441,10.59072266 63.40966013,10.59067834 63.40966221,10.59066599 63.40974844,10.5908918 63.41143087)
46	LINESTRING(10.46542957 63.37965678,10.46536558 63.38026334,10.46621669 63.38445102,10.46897488 63.38585949,10.47121684 63.38815916,10.47126679 63.38817972)
47	LINESTRING(10.38354863 63.42119789,10.38540535 63.42230657,10.38546701 63.42234464,10.38553281 63.42243676,10.38498496 63.42264915,10.38497374 63.42265742,10.38497338 63.4226577,10.38497316 63.42265779,10.38497288 63.42265782,10.38497141 63.42265808,10.38497149 63.42265962,10.38497249 63.42266049,10.38497306 63.42266086,10.38497241 63.42266239,10.38497271 63.42266286,10.38497223 63.42266419,10.38497214 63.42266434,10.38497192 63.42266476,10.38499061 63.42266646,10.38501523 63.42267848,10.38635091 63.42275548,10.38634067 63.42307098,10.38688959 63.42327285,10.38926519 63.42299381,10.39058035 63.42313869)
48	LINESTRING(10.6437282 63.31308725,10.64372551 63.3130911,10.64371552 63.31309645,10.64366657 63.31310415,10.64365274 63.31310471,10.64363748 63.31310305,10.64362928 63.31312131,10.64377688 63.31332936,10.64387868 63.31343341,10.64386717 63.31348878,10.64387149 63.31349876,10.64387045 63.31350255,10.64794088 63.31702977,10.64735204 63.31842913,10.65000845 63.3210369,10.65014986 63.32114579,10.65014587 63.32120148,10.65019875 63.32128271,10.64544553 63.32072674,10.64541967 63.32073718,10.64535285 63.32072598,10.6448767 63.32054646,10.64458639 63.32052691,10.64428007 63.32040739,10.64429683 63.32038272,10.64431167 63.32037632,10.64421738 63.32033036)
49	LINESTRING(10.35100251 63.40021972,10.3511835 63.40143708,10.36108901 63.39354961,10.36264651 63.39206399)
50	LINESTRING(10.58648584 63.38400316,10.58647307 63.38401054,10.58648474 63.38401041,10.58649945 63.38402271,10.58663708 63.38402264,10.58748068 63.38413028,10.58802809 63.38468779,10.58753131 63.38551063,10.58779398 63.38577697,10.59236072 63.38656254,10.58898914 63.38942946,10.59320165 63.39436092,10.59275239 63.39475633,10.59294146 63.39523507)
51	LINESTRING(10.38854492 63.28850031,10.38936328 63.28864269,10.39035462 63.28843358,10.39076773 63.28840734,10.39075673 63.28860708,10.39076816 63.28861317,10.39080046 63.28862141,10.39080448 63.28862342,10.3908056 63.28862414,10.39078515 63.28866786,10.39077225 63.28867967,10.39138718 63.29268431,10.39142051 63.29352549,10.39089298 63.29367406,10.39077225 63.29396438,10.39075985 63.29396061,10.39071558 63.29397209,10.39068288 63.29397951,10.39071226 63.29409539,10.39169989 63.29577435)
52	LINESTRING(10.34379309 63.3320551,10.34578965 63.33277824,10.34560115 63.33288895,10.34542693 63.33298975,10.34167364 63.33406188,10.33738631 63.33783445,10.33734221 63.33790609,10.33733306 63.33791283,10.3373325 63.33792184,10.33729998 63.33793813,10.33721204 63.33796144,10.3371678 63.33803302,10.33716719 63.33803803,10.33716 63.33804409,10.33718075 63.33804411,10.33716156 63.33804575,10.33714211 63.33805886)
53	LINESTRING(10.33909963 63.41819585,10.33945457 63.41947761,10.33943306 63.41951717,10.33944642 63.41959286,10.33982304 63.42093977,10.34138581 63.42148596)
54	LINESTRING(10.38442253 63.35867407,10.38404994 63.35882399,10.37548916 63.36362926)
55	LINESTRING(10.64386762 63.28220787,10.64995474 63.28904575,10.65001633 63.28916273,10.64990613 63.28924602,10.6481192 63.29108706,10.65174053 63.29079595)
56	LINESTRING(10.46288211 63.3509049,10.46327933 63.35014541,10.46309427 63.3501328,10.46261987 63.34972428,10.46270258 63.34944893,10.46116016 63.34752386,10.46155095 63.34547788,10.46143885 63.34561236,10.45580791 63.35425315)
57	LINESTRING(10.27709231 63.35472031,10.27889423 63.35473845,10.28029516 63.35611557,10.28088255 63.35626307,10.28087854 63.35627602,10.2808751 63.35629411,10.28111495 63.35638637,10.28115772 63.35644463,10.28118581 63.35649753,10.28118408 63.35651204,10.28117892 63.35651686,10.2811808 63.35652058,10.28118783 63.35652181,10.28119072 63.35652471,10.28119079 63.35652476,10.28119079 63.35652482,10.28119769 63.35653365,10.28124224 63.35655273,10.28122814 63.35657187,10.28117503 63.35661932,10.28114509 63.35661777,10.28098114 63.35670878,10.27565589 63.36032762,10.27374757 63.36863835,10.27359197 63.36864231,10.27344884 63.36869985,10.27338778 63.36879973,10.27343254 63.3688328,10.27348275 63.36884481,10.27343124 63.36887546,10.27341294 63.3688973,10.27336774 63.36917015,10.27336432 63.36917321,10.27178506 63.37005934)
58	LINESTRING(10.60950509 63.29453807,10.61191766 63.29676777,10.61156112 63.29614655,10.61138718 63.29585183,10.6119913 63.29479742,10.61197106 63.2947325,10.6119737 63.29472688,10.61191008 63.29471051,10.61187849 63.29468755,10.61187647 63.29468466,10.61187614 63.29468447,10.611869 63.29468112,10.60420921 63.289232,10.6040976 63.28919325,10.60409007 63.28917177,10.6040896 63.28916426,10.60406244 63.28915042,10.60418696 63.28910114,10.60931951 63.28787585)
59	LINESTRING(10.61077684 63.2822464,10.61111653 63.28207256,10.6114458 63.28206773,10.61148793 63.28207575,10.61157217 63.28209838,10.61176186 63.28199514,10.61248007 63.28199181,10.61251906 63.28198525,10.61256622 63.28199526,10.61262574 63.28198947,10.61261919 63.28201149,10.61254297 63.28201677,10.61252766 63.2820225,10.61252953 63.28204926,10.61249882 63.28206349,10.61260515 63.28209294,10.61267144 63.28210321,10.61269802 63.28210833,10.61269915 63.28212675,10.61270211 63.28212721,10.61270122 63.2821302,10.61270897 63.28213479,10.61271072 63.28213488,10.61271027 63.28213636,10.61477553 63.2862898,10.6165622 63.2869801,10.61789888 63.28705216,10.61882273 63.28716969,10.61934881 63.28713669,10.61982986 63.28771442,10.61985787 63.28770289,10.61986494 63.28770247,10.61989589 63.28770177,10.61990077 63.28770041,10.61992462 63.28770511,10.61989457 63.28769174,10.61996243 63.28765298,10.61985214 63.28673677,10.62084992 63.2857885,10.62157729 63.28543784,10.6217441 63.28542624,10.62189951 63.28535919,10.61971002 63.28354864)
60	LINESTRING(10.49272452 63.41894491,10.49155742 63.41934269,10.49332739 63.42037519,10.49339876 63.42043268,10.49339711 63.42043394,10.49339884 63.42043624,10.49339918 63.42043646,10.49339578 63.42043731,10.49339382 63.42043906,10.49339688 63.42044446,10.49339881 63.42044723,10.49342058 63.42045238,10.4934365 63.4204534,10.49345737 63.42044836,10.49345812 63.42044833,10.49345857 63.42044828,10.49345865 63.42044824,10.49345965 63.42044927,10.49345966 63.42044952,10.49345948 63.42044981,10.49346345 63.42044938,10.49346486 63.42044953,10.49350993 63.42046485,10.49352288 63.42046711,10.49353202 63.42046874,10.49353344 63.42046975,10.49445467 63.42581544,10.49505696 63.42600576,10.49502091 63.42632603,10.49717975 63.42749029,10.49745813 63.42754093,10.49782471 63.42755756,10.49785335 63.42798546,10.49786038 63.42799225,10.49786731 63.42799279,10.49787202 63.42799363,10.49787483 63.42799868,10.49789268 63.42799777,10.49789565 63.42799679,10.49790439 63.42800025,10.4978991 63.42800756,10.49790466 63.42800664,10.49791967 63.42801012,10.4979274 63.42801072,10.49794427 63.42800411,10.49794639 63.42800368,10.49798581 63.42801756,10.49799016 63.42805263,10.49798763 63.42807427,10.49798814 63.42807593,10.49795797 63.42813288,10.4980514 63.42819725,10.49807963 63.42821257,10.49805344 63.42833385)
61	LINESTRING(10.36727739 63.42693763,10.36785756 63.42603954,10.36855539 63.4255052,10.36857136 63.42548816,10.36857253 63.42547875,10.36856046 63.42547532,10.36855313 63.42547002,10.36839065 63.42541817,10.36828998 63.42539485,10.36826074 63.42539131,10.36824663 63.42538932,10.36822942 63.42539679,10.3682199 63.42538955,10.3681662 63.42539309,10.36812559 63.42538175,10.36811056 63.42537198,10.36650608 63.42426318,10.36137529 63.42345675,10.36146836 63.42372259,10.36166307 63.42377736,10.361838 63.42390017,10.36303227 63.42400778,10.36304483 63.42402652,10.36303067 63.42405245,10.36329632 63.42415773,10.36334088 63.4242493,10.36354652 63.42428307,10.3636436 63.42431073,10.36365746 63.42432014,10.36371604 63.42439581,10.36388305 63.42446362,10.36389476 63.42447388,10.36398186 63.4244837,10.3640427 63.42460543,10.36408366 63.4247814,10.36421754 63.42481895,10.36426154 63.42481265,10.36430651 63.42483555,10.36430426 63.42484096,10.36430468 63.42484209,10.36430199 63.42484208,10.36430001 63.42484254,10.36433027 63.4248642,10.36433419 63.42486822,10.36453133 63.42492436,10.36465905 63.42506362,10.36565753 63.42489494,10.36609336 63.42522026,10.36600533 63.42539684,10.36340561 63.4262315,10.36563546 63.42710093,10.36578934 63.42780312,10.36810823 63.42819718,10.36801194 63.42826777,10.36804501 63.42819193)
62	LINESTRING(10.42352696 63.3166617,10.42411448 63.3163448,10.42458274 63.31620685,10.42466592 63.31620034,10.42399502 63.31555878,10.42523246 63.31317631,10.42545911 63.31289055,10.42556131 63.31238203,10.42577702 63.31192034,10.43151096 63.31269804,10.43158497 63.31270378,10.43466554 63.31635137,10.43477182 63.31642962,10.43464404 63.31670279,10.43481122 63.31684821,10.43421238 63.31706257,10.43421211 63.31706263,10.43421202 63.31706269,10.43421137 63.31706275,10.43420874 63.31706226,10.43420744 63.31706106,10.43420689 63.31705401,10.43419926 63.3170473,10.43421111 63.3170321,10.43421195 63.31702977,10.43420865 63.31702794,10.43420393 63.31702679,10.43420213 63.3170246,10.43420209 63.31702404,10.43339993 63.31574894)
63	LINESTRING(10.3884241 63.35395911,10.38900089 63.35417183,10.38900958 63.35419568,10.38918428 63.35424234,10.38921329 63.354277,10.38612197 63.35647033,10.384718 63.3614935)
64	LINESTRING(10.3354458 63.36936419,10.33549119 63.36948432,10.33486871 63.36959126,10.33397564 63.36942179,10.3316216 63.37146448,10.33158116 63.37148378,10.33154715 63.37149257,10.33194168 63.37207463,10.33202423 63.37227034,10.33172917 63.3724868,10.33161286 63.37254427,10.33167092 63.37256148,10.33164742 63.37263464,10.33156959 63.3726812,10.33141192 63.37273769,10.33147691 63.37284646,10.33148312 63.37285029,10.3314589 63.3728587,10.33141367 63.37289685,10.33109301 63.37295858,10.33146871 63.3737449,10.33119007 63.3737983,10.33134412 63.37404911,10.33122704 63.3743549,10.3308458 63.37470509,10.33078343 63.3747611,10.3306902 63.37480341,10.32933477 63.37560286)
65	LINESTRING(10.37723359 63.28527641,10.38031043 63.28604877,10.38034177 63.28610896,10.38058376 63.28610233,10.38091376 63.28640591,10.38045234 63.28640821,10.38048118 63.28701476,10.3820292 63.28756309,10.38221113 63.28770718,10.38249322 63.28774994,10.38262275 63.28776961,10.38275516 63.28774524,10.38275688 63.28774708,10.38278899 63.28774796)
66	LINESTRING(10.41700401 63.41323632,10.41700731 63.41323654,10.41700966 63.41323421,10.41701073 63.41323286,10.41701093 63.41323278,10.41702058 63.41323349,10.41702764 63.41323649,10.41702775 63.4132365,10.41702829 63.41323689,10.41701919 63.41325585,10.41713242 63.41327748,10.41722159 63.41340031,10.4256391 63.41976492,10.42588267 63.41988794,10.42589548 63.41991041,10.42668603 63.419803,10.42686588 63.41977526,10.42696146 63.41979071,10.42714548 63.41997698,10.42715409 63.41997886,10.42715554 63.4199827,10.42715351 63.41998868,10.42720742 63.41997567,10.42727418 63.4200211,10.4272748 63.42002018,10.42728249 63.42001981,10.42728705 63.42001802,10.42729896 63.42003257,10.42730147 63.4200345,10.42730202 63.42003474)
67	LINESTRING(10.64287507 63.34319336,10.63676747 63.34547201,10.63635216 63.34551103,10.63378575 63.34702442,10.63070781 63.35078024,10.63064132 63.35080899,10.63068513 63.35087708,10.63066214 63.35088192,10.63065095 63.35088765,10.63049603 63.35064849)
68	LINESTRING(10.3135591 63.31282502,10.32057391 63.31466565,10.32055727 63.3146763,10.32055368 63.31467731,10.32033246 63.31473118,10.32042306 63.31478039,10.32042448 63.3147925,10.32040758 63.31479882,10.32039127 63.31481089,10.32033427 63.31488564,10.3203158 63.31489278,10.32017499 63.31675677,10.31902006 63.31635327,10.31904212 63.31640018,10.3191085 63.31645752,10.31907832 63.31647104,10.31879263 63.31671176,10.31674102 63.31711201,10.31460287 63.31720099,10.31589861 63.32092541,10.31343856 63.32276651,10.31330327 63.32289101,10.31327135 63.32289908)
69	LINESTRING(10.43449986 63.34413148,10.43520284 63.34796405,10.43623346 63.34957306)
70	LINESTRING(10.36244055 63.33184874,10.35568572 63.34149984,10.35562879 63.34154268)
71	LINESTRING(10.55060611 63.35094527,10.55220018 63.35050731,10.55550409 63.34926701,10.55643683 63.34915908,10.5568263 63.34908429,10.55756663 63.34893722,10.55873949 63.34897198,10.5608065 63.3485711,10.5617493 63.34860182,10.56184763 63.34862814,10.56186931 63.34864473,10.56121745 63.34801778,10.56295255 63.34564817,10.56277774 63.34550181,10.5630392 63.34502519,10.56319515 63.34497017,10.56307943 63.3448173,10.56349327 63.34491892,10.564093 63.34465944,10.56410381 63.34464825,10.56412351 63.34463257,10.56405352 63.3446214,10.5640972 63.34457415,10.56440066 63.34446814,10.5644282 63.3444208,10.56465691 63.34406102,10.56547591 63.34381046,10.56627604 63.34374603,10.56680066 63.34279293,10.56686012 63.34277618,10.56697276 63.34271905,10.56697877 63.34270902,10.5669842 63.34270913,10.56698736 63.34270548,10.56545706 63.34296502,10.55893046 63.34337302)
72	LINESTRING(10.41230465 63.35497086,10.41232173 63.35497822,10.4123244 63.35498012,10.41233952 63.35498247,10.41237881 63.3549817,10.41239606 63.35505526,10.41240957 63.35506563,10.41241152 63.3550657,10.41241206 63.35506719,10.4171352 63.3570969,10.41848587 63.35853179,10.41905294 63.35886646)
73	LINESTRING(10.39570177 63.36223368,10.39567458 63.3626705,10.39579713 63.36282375,10.39300836 63.36312952,10.39497696 63.36655671,10.39290973 63.36897113,10.39044561 63.3704479,10.39061419 63.3706479,10.39063285 63.37075868,10.39063656 63.37076569,10.39063703 63.37076617,10.39063711 63.37076697,10.39063739 63.37076723)
74	LINESTRING(10.37606563 63.30917832,10.37540001 63.30886507,10.37497793 63.30875419,10.37409361 63.30793222,10.37415584 63.30788451,10.37415375 63.30783393,10.37417337 63.30782075,10.37417525 63.30781922,10.37417502 63.30781911,10.37417552 63.3078189,10.37417699 63.30781892,10.37417761 63.30781888,10.37390892 63.30777287,10.3737707 63.30769855,10.37377477 63.30767023,10.37350913 63.30761807,10.37352791 63.30759809,10.37352014 63.30757969,10.37358867 63.30744309,10.37336712 63.30730118,10.37314995 63.3071912,10.3746499 63.31140354,10.37608444 63.31283551,10.37611506 63.31283401,10.37612697 63.31283771,10.37616219 63.31284098,10.37622049 63.31280696,10.37758037 63.3123257,10.37563664 63.31124044)
75	LINESTRING(10.40894264 63.39952431,10.40927172 63.39991837,10.40927017 63.39998741,10.40926737 63.39998777,10.40926177 63.39998631,10.40925572 63.39998445,10.40917314 63.40006634,10.40916089 63.40006455,10.40915977 63.40006411,10.40915969 63.40006396,10.40915949 63.40006382,10.40915941 63.4000638,10.40915255 63.40006292,10.40915258 63.40006294,10.40915253 63.40006299,10.40915207 63.40006298,10.40915083 63.40006356,10.40915034 63.40006313,10.40914619 63.40006449,10.40914637 63.40006464,10.40914589 63.40006484,10.40914412 63.40006482,10.40914566 63.40006519,10.40914368 63.40006667,10.40914519 63.40006718,10.40914531 63.40006724,10.4091474 63.40007077,10.40917442 63.40007223,10.40915078 63.40009973,10.40917009 63.40012054,10.40887411 63.4003099,10.40941647 63.40275318,10.40427698 63.40309387,10.40154955 63.40689205,10.40140664 63.40691065,10.40155531 63.40697634,10.40156261 63.40698425,10.40162705 63.40704548,10.40213607 63.40709477,10.40245591 63.40723569,10.40242195 63.40723842,10.40241199 63.40723994,10.40239786 63.40724263,10.40237165 63.40725657)
76	LINESTRING(10.49712915 63.37398204,10.49740186 63.37411003,10.49879315 63.37403323,10.49558977 63.37358184,10.49560581 63.37357357,10.49560623 63.37357252,10.4955833 63.37355362,10.4951974 63.37350116,10.49412883 63.37370645,10.49400433 63.37362444,10.49357614 63.3737168,10.49359788 63.37380819,10.49377276 63.37384831,10.49384688 63.37392571,10.49364384 63.37401874,10.49377207 63.37413332,10.4951605 63.37396837,10.49579602 63.37385582,10.49621143 63.37394886,10.49685929 63.37426001,10.4968991 63.37430436,10.49705137 63.37434189,10.49713105 63.37437134,10.49752339 63.37442947,10.49759452 63.37442422,10.49743092 63.37537195,10.49684842 63.37743692,10.49717192 63.37787117,10.49720535 63.37787914,10.49714723 63.37807366,10.49705457 63.37811467,10.49714419 63.37823433,10.49715489 63.37824548,10.49715975 63.37825417,10.49712283 63.37826507,10.49697745 63.37815382,10.49650961 63.37821998,10.49604654 63.37905338,10.49746928 63.38146294,10.4969399 63.38224824,10.49696928 63.3822885,10.49693382 63.38231792,10.49713673 63.38241433,10.49891987 63.38241377,10.49898419 63.38239253,10.4991691 63.38246658,10.50017369 63.38288966,10.49858075 63.38410545,10.49813575 63.38423928,10.49862475 63.38471759,10.49849224 63.38474982,10.49847268 63.38476928,10.49874047 63.3849587,10.49872323 63.38498136,10.49872244 63.38498306,10.49864615 63.38497469,10.49858371 63.38505848,10.49858018 63.38506104,10.49858289 63.38506345,10.49858288 63.38506364,10.49857323 63.38506758,10.49856981 63.38506801,10.49856727 63.38507762,10.49856535 63.38507921,10.49856725 63.38507949,10.49856553 63.38508139,10.4985653 63.38508147,10.49856597 63.38508154,10.49856557 63.38508239,10.49856575 63.38508256,10.49859021 63.38590974,10.49878324 63.38608045)
77	LINESTRING(10.54575002 63.30249476,10.54251259 63.30385349,10.54250752 63.30386249,10.5424754 63.30386209,10.542404 63.30384605,10.54240397 63.30384657,10.54240405 63.30384664,10.54240378 63.30384665,10.54240366 63.30384646,10.54240268 63.30384658,10.54240177 63.30384621,10.54239917 63.30384725,10.54239681 63.30384978,10.54239599 63.30385039,10.54239429 63.30385085,10.54238099 63.30385373,10.54237722 63.30385736,10.54236032 63.3038469,10.54235001 63.30384216,10.5422584 63.30386338,10.54219519 63.30387497,10.54202071 63.30386961,10.54183978 63.30392556,10.54207243 63.30396987,10.54210419 63.30396894,10.54215894 63.30402485,10.54216581 63.30403198,10.54217042 63.30403382,10.54218143 63.30403324,10.54219982 63.30403477,10.54219997 63.30403479,10.54220004 63.30403484,10.54220038 63.30403492,10.54220072 63.30403465,10.54220078 63.30403464,10.54228755 63.3040937,10.5423179 63.30410878,10.54237938 63.30409265,10.54249583 63.3040661,10.54251256 63.3040667,10.54251408 63.30406644,10.54254657 63.30406467,10.54255551 63.30406643,10.54254315 63.30407945,10.54258517 63.30409253,10.54237568 63.30425892,10.54338029 63.30456971,10.54338219 63.30456965,10.54338273 63.30457197,10.54338669 63.30457274,10.54346261 63.30456058,10.54359057 63.30464712,10.54369095 63.30466741,10.54415905 63.30486967,10.544719 63.30471494,10.54480666 63.30473393,10.54491297 63.30471759,10.54487917 63.30469493,10.54496595 63.3046628,10.54515008 63.3046487,10.54514703 63.30618076,10.54501477 63.30631762,10.54343207 63.30609418,10.54198816 63.30766227,10.54223443 63.30931805,10.54225013 63.30946885,10.54223801 63.30958623)
78	LINESTRING(10.30836719 63.38679053,10.32460657 63.38804843,10.32479282 63.3881231,10.32483556 63.38813619,10.32583628 63.38820245)
79	LINESTRING(10.34910861 63.40972405,10.34891196 63.40952289,10.3480732 63.40962539,10.34797568 63.40967072,10.34786995 63.40952141,10.34788545 63.40936607,10.34769222 63.40928589,10.34638389 63.40888672,10.34588052 63.40884214,10.34595135 63.40887786,10.34595031 63.40894562,10.34598978 63.40901684,10.34611671 63.4090521,10.34865817 63.41432322,10.34854814 63.41450067,10.34835538 63.41467912,10.34838079 63.41478089,10.34838984 63.41479568,10.34838067 63.41479625,10.34837982 63.41480601,10.34837961 63.414807,10.3483779 63.41480785,10.34840795 63.41482881,10.3484175 63.41484001,10.34862359 63.41485391,10.34867814 63.41484491,10.34894993 63.41510773,10.34979263 63.41517047,10.34965007 63.41523104,10.34963333 63.41523332,10.34962453 63.41523837,10.34959831 63.41526506,10.34961893 63.4153694,10.34968827 63.41540113,10.34999044 63.41545193,10.34999682 63.4154602,10.34999766 63.41546328,10.3499984 63.41546383,10.34984085 63.4157957,10.3498562 63.41579818,10.34987176 63.41579019,10.34988247 63.41579297,10.34991415 63.41579543,10.35010445 63.41601758,10.34986021 63.41613385,10.349927 63.41627375,10.35054398 63.41650478,10.3505825 63.41651981,10.35059144 63.41652483,10.35084886 63.41671348,10.35007361 63.41665699,10.34977705 63.41667599,10.34777525 63.41640892,10.34463227 63.416097)
80	LINESTRING(10.32202391 63.28108155,10.32448601 63.28189586,10.32485396 63.2818776,10.32519439 63.28217425,10.32664985 63.28202255,10.32665852 63.28201689,10.32667611 63.28201816,10.32671026 63.28203076,10.32669191 63.2820557,10.32669245 63.28205877,10.32669162 63.28205939,10.32671071 63.28208969,10.32671095 63.28210377,10.32672475 63.28211387,10.32688281 63.28220005,10.32683571 63.28221944,10.32677514 63.28229702,10.32676571 63.28229735,10.32675542 63.28229532,10.32674933 63.28231221,10.32673087 63.28231799,10.32673116 63.28231895,10.32673101 63.28231904,10.32673163 63.28231934,10.32673173 63.28231938,10.32673043 63.2823199,10.32672989 63.28232014,10.32673003 63.28232063,10.32673026 63.28232101,10.32673123 63.28232109,10.3267313 63.28232223,10.32673147 63.28232227,10.32673151 63.28232232,10.32673131 63.28232241,10.32673153 63.2823229,10.32666523 63.28234117,10.32665432 63.28234674,10.32670657 63.28235577,10.3269779 63.28232504,10.32825449 63.28311485,10.32831774 63.28327152,10.32785878 63.28600671,10.32205094 63.28733844,10.32118223 63.28730332,10.32334475 63.29006903,10.31992327 63.29332358,10.31990056 63.29333641,10.31988782 63.29334917,10.31988425 63.29335129,10.31988963 63.29335089,10.31989111 63.29335043,10.31989882 63.2933586,10.3199012 63.29335894,10.31993891 63.29341094,10.32003236 63.29343006,10.32003995 63.29343714,10.32004314 63.29343733,10.32004305 63.29343935,10.32004937 63.29344056,10.32692785 63.29488598)
81	LINESTRING(10.44956302 63.39285784,10.45148926 63.3935809,10.45306775 63.39453126,10.45117382 63.39435188,10.45236232 63.39518255,10.45337522 63.39547435,10.45436994 63.39533512,10.45483455 63.39566085,10.45609752 63.39578219,10.45700098 63.39608897,10.457136 63.3961244,10.45526386 63.39689264,10.45805721 63.39749127,10.46068523 63.39902699,10.46061087 63.40006417,10.46037288 63.40066187,10.46042226 63.40066287,10.46048996 63.40064397,10.46060807 63.40064105,10.46061538 63.40063944,10.46063404 63.40064868,10.46064111 63.40065133,10.46063681 63.40066261,10.46078005 63.40066114,10.46080282 63.40068069,10.46080439 63.40068506,10.46085799 63.40068983,10.46086394 63.40069104,10.46069477 63.40095003,10.4607715 63.40113834,10.46091891 63.40125762,10.46093354 63.40125863,10.46093709 63.40128771,10.46097094 63.40130427,10.46103113 63.40131327,10.46114303 63.40136887,10.46120166 63.40138441,10.46146051 63.40136018,10.46154868 63.40130595)
82	LINESTRING(10.62077847 63.30275133,10.62107901 63.30278479,10.62785854 63.30341141,10.63009736 63.304124,10.6302422 63.30406682,10.63014387 63.30393168,10.63016025 63.30392196,10.63063753 63.30392124,10.63072323 63.30392464,10.63075341 63.30393048,10.63073845 63.30395023,10.63097518 63.30399162,10.63103084 63.30447794,10.62992878 63.30893302,10.62988922 63.30929933,10.62988257 63.30935406,10.62989406 63.30943966,10.63140731 63.30968773,10.6316294 63.30966517,10.63199512 63.30969289,10.63204937 63.30962303,10.63212311 63.30959159,10.63228762 63.30955443,10.63267483 63.30967617,10.6329378 63.30986049,10.63290271 63.3098991,10.63292128 63.30994817,10.63253613 63.30999495,10.63208895 63.31023905,10.63206885 63.31024569,10.63193835 63.31024678,10.63186562 63.31027547,10.63177403 63.31027485,10.63173703 63.31028575,10.63167771 63.31026786,10.63161403 63.31022828,10.63146604 63.31022694,10.63012539 63.31023992)
83	LINESTRING(10.67437315 63.28817251,10.67298549 63.28987371,10.66511141 63.2951279,10.66507127 63.29521295,10.66508108 63.29522573,10.66476738 63.29521359,10.66422922 63.29543246,10.6641501 63.29542386,10.66391248 63.29552511,10.66386277 63.2955781,10.66293974 63.29597898,10.66296899 63.29602237,10.66257033 63.29621964,10.66217354 63.2963445)
84	LINESTRING(10.38913546 63.30194817,10.38907524 63.30192017,10.38897787 63.30191052,10.38894542 63.30191423,10.38892022 63.30190485,10.38892087 63.30188237,10.38888411 63.30178806,10.38884245 63.3017633,10.38892803 63.30172603,10.38881988 63.30169637,10.38868128 63.30157973,10.38889793 63.30147891,10.38892835 63.3014269,10.39088706 63.30536163,10.39189001 63.30623825,10.39312127 63.30666992,10.39309326 63.30667458,10.39306225 63.30668984,10.39312747 63.30674828)
85	LINESTRING(10.43520457 63.28843425,10.43534016 63.28821235,10.43542323 63.28812854,10.43649622 63.28806838,10.43711057 63.28829346,10.43748081 63.28815384,10.43757494 63.28805534,10.43890697 63.28835584,10.43888286 63.288359,10.43887518 63.28836209,10.4388718 63.28836632,10.43886919 63.28836512,10.43886826 63.28836487,10.43886901 63.28836576,10.43886178 63.28836841,10.43883918 63.28836117,10.43883481 63.28836555,10.43874753 63.28836835,10.43872884 63.28837365,10.43872759 63.28837273,10.43871941 63.2883734,10.4387191 63.28837328,10.43871921 63.28837303,10.43871656 63.28837268,10.43473213 63.29432171,10.43401842 63.29461058,10.43400305 63.29470895,10.43383453 63.29487883,10.43383782 63.29487881,10.43384675 63.29488659,10.43385297 63.294886,10.43385331 63.29488604,10.43385396 63.29488578,10.43385534 63.29488787,10.43385774 63.29488898,10.43385762 63.29488905,10.43385796 63.29488923,10.43385882 63.29488926,10.43385808 63.29488959,10.43385791 63.29488962,10.4338579 63.29488972,10.43385791 63.29488973,10.43385879 63.29489045,10.43385864 63.29489064,10.43385863 63.29489087,10.43385926 63.29489083,10.43385911 63.29489081,10.43385921 63.2948908,10.43385916 63.29489068,10.43385969 63.29489045,10.43385989 63.29489072,10.43386135 63.29489056,10.433862 63.29489031,10.43386621 63.29489666,10.43387745 63.29490179,10.43388209 63.29490737,10.43450565 63.29644011)
86	LINESTRING(10.66374836 63.28184092,10.66375443 63.28184385,10.6637589 63.28184484,10.66377057 63.2818441,10.66378143 63.28186301,10.66378402 63.28185931,10.663794 63.2818534,10.66379871 63.28185117,10.66380486 63.28184912,10.66381522 63.28184641,10.66383676 63.28185012,10.66383964 63.28185082,10.66384715 63.28185675,10.66385827 63.28185967,10.66392452 63.28194846,10.66417325 63.28205837,10.66416412 63.28206781,10.66415032 63.28206733,10.66414208 63.28208015,10.66413613 63.28207927,10.6641279 63.28208238,10.66418217 63.282098,10.66422706 63.28213058,10.6642291 63.28213697,10.66340968 63.28239814,10.66333614 63.28241141,10.66434434 63.28372921,10.66535727 63.28404109,10.66516734 63.284123,10.66515703 63.28415033,10.66513365 63.28465922,10.66602729 63.2849662,10.666073 63.2849669,10.66610082 63.28497173,10.66730521 63.28500169,10.6701397 63.28677847,10.67090142 63.28700089,10.67093654 63.28705893,10.67130102 63.28708428,10.6727448 63.2876987,10.67279083 63.28771341,10.67279432 63.28771328,10.67279663 63.28771194,10.67280267 63.28771448,10.67280572 63.28771688,10.67280585 63.28771702,10.67282232 63.28775579,10.6728249 63.28775276,10.67282504 63.28775263,10.67282531 63.28775259,10.67282554 63.28775259,10.6728258 63.28775235,10.67282563 63.28775205,10.67282533 63.28775185,10.67282527 63.28775175,10.67282518 63.28775172,10.67284154 63.28774256,10.67286617 63.28774112,10.67291984 63.28774069,10.67290391 63.28775373,10.67294679 63.28777166,10.67312983 63.28780893,10.67315681 63.28782689,10.67306466 63.28794996)
